review_id,user_id,business_id,text,stars,date
1kdZG6uuFbUYdJ_EoYLl5A,vHaxYeTciV7IbPFu2uBjiw,thLX_k20SPJ0KyusGTBIHw,"Great little Mexican restaurant especially if you are staring there for a night out in old town. 

Had a few of the tacos As bowls and found them to be great!  Also enjoyed the snow-cone margaritas.",4,2016-11-09 19:53
7l11us3v78uUxVnocCDkgA,IeZLXEvX8EdGYz9adZt-Mg,wUKzaS1MHg94RGM6z8u9mw,"After my last review, the manager of Olive and Ivy contacted me and asked us to give them another try.  He apologized for the poor service. I am so glad he took an interest in our comments and asked us to return. This latest visit definitely rates 5 stars. We again sat outside on the patio that overlooks the canal. It was perfect. The service was excellent and the waiter was very attentive without hovering. The food was perfect. My husband ordered the rib-eye steak and said it was cooked to perfection and very tender. I ordered two vegetarian appetizers, hummus with vegetables and the flatbread. The margherita flatbread rates among the best I have ever eaten.  I am so glad we were asked to give this establishment a second visit. The outside atmosphere and location makes it a favorite of ours to take out of town guests.",5,2017-01-02 5:19
z80APbgAxxTz4GHyC2RkbQ,PmjMwU0LlTQMAqEgEd80OQ,fnaDx7UD4MiodQlgYHDwsQ,"I am so bummed ... I ordered off here based off of the reviews. I did a to-go order and did the vegetable fried rice , Kung Pao Chicken , and Mongolian beef . The chicken was so rubbery it was not even edible , the beef had some flavor and some piece were ok but others were rubbery . The fried rice was blah . $40 and honestly Panda Express would have been cheaper and better . So sad . The one star is for how awesome they packed the food , it was double wrapped !!",1,2018-09-03 2:24
_VOpQ5oJ2U5_u1CSeSEpew,kGluNnnmYScVzQAIGWrG_g,S-oLPRdhlyL5HAknBKTUcQ,"Alright.  This place is every bit as good as people are saying it is.  Just finished my ""to go"" box back at the office and I thoroughly enjoyed it, which is a rare occurrence with sushi.  It was fresh, tasty and very appealing.  I'll be going back soon to dine in and sample a few more of their offerings.  In the mean time, get your butts to downtown Phoenix and check it out.  Pretty sure you'll be happy you did.",5,2014-02-05 19:09
PhOmbtRO0mpBhc8b0slJSA,RZoQWgfPK7TEXh0WHI22Ag,VdlPZg2NAu8t8GkdbPLecg,"My partner and I whom have neither had very much experience with Indian food to begin with, took a recommendation from work colleagues to go to Tandoori Times and we both agreed it was one of the best decisions we'd made about dining in a long time. While not extremely simple to find, this hidden gem in Scottsdale is worth the time to seek out. Their menu is very easily broken down into main ingredient such as chicken, seafood, lamb, etc... I had the Goa Prawns and they were delicious. The shrimp themselves were generically good but the sauce they were in was fantastic. Spicy but not too spicy, flavorful but not too flavorful, and excellently paired with some rice and the awesome and highly recommended garlic naan. My partner had the coconut chicken curry and garlic and onion naan, which I had bites of and both were very very yummy. 

Friday night they have a belly dancer which added a fun and unique element to the dining experience. I would highly recommend trying this place out for either lunch or dinner. I know I will be paying them many many more visits to come.",5,2017-08-07 20:11
88fPDUfA22SMgVzLMDIylg,Y5BDvzFOe2NbVmgmLd3H3g,vyDW7_CHhDUJshMqaSjj0g,"Steve's decor is ridiculous and I love it. It reminds me of Saved by the Bell in an awfully wonderful way. 
They have a very interesting menu, it seems pretty standard diner fare but it is obvious that they provide fresh, healthy options whenever possible. 

My friend and I went for lunch yesterday and we both had burgers. I had a bacon cheeseburger subbed with bleu cheese, my friend had an ostrich burger. I liked hers, l you could tell it is a leaner meat, but it was a little too birdy for me; I will stick to my moo burger.  I ordered my burger medium and it was done exactly so. Both were served on wheat buns. I also had the ""Famous"" tortilla soup which was very good with wonton chips on top, and also tried my dining partner's white chili which was made with chicken.

The service was very friendly and efficient even during the downtown lunch rush. The bathrooms are cute but tiny, and you enter through the kitchen. This isn't a place I will crave, but definitely somewhere I'd stop by again for a nice outdoor lunch (except they allow smoking on the patio..ick. is that even legal? Definitely not 25 feet from the door...)",3,2008-12-03 15:35
zPxjTzL1_I_cTS_MF99ubQ,midS4e50ZmuOeGyNm3aoUg,BgthHqiXot2s4Sd_xcI6DQ,"Pita Jungle is great!

I love their salads - the Mediterranean Chicken Salad is my absolute fave. Their Broiled Chicken Salad is also good if if you're looking for something a little more simple. I frequently order these but have also had their Lavosh Pizza, which is tasty too.

As far as starters go, you can't go to Pita Jungle and not get their hummus and pita. The best hummus flavors are the regular and the cilantro ones. I've also had their Spanakopita (fillo dough with spinach and feta) which is great - but can't be good for you!

I enjoy both dining in or takeout for either lunch or dinner. Keep in mind, eating inside here, it gets pretty loud. If the weather is nice, I would suggest eating on the patio.",4,2012-02-01 6:08
MC3grWaHEulNhOwVwvNW4A,6HM3Hm3gP0MJ8XN7IkRcRg,8Zqh2jwtncA3N4fWEMTvZQ,"Scramble has a really cute layout and color scheme like all the other breakfast joints: 
Very clean and hip
I had the impression that it was a sit down restaurant but it's an order and seat yourself sort of deal... It got a little bit packed and was kinda hard to find a seat but we managed to find one... 
I got a coffee, the breakfast blend...
And the Costa breakfast burrito which came with potatoes
The burrito itself was really good and flavorful
I didn't like the potatoes, so I just let them sit there 
The service was a little slow but not a big deal at all, I'm very patient and I saw how busy it was
All of the girls working were very friendly and cute
It was a good first experience and maybe next time I will try the breakfast pizza",3,2013-12-07 18:35
myzQOrZ5AYE2kc9zzJMtHg,qQgBsfG7tFunjIrGiAlT7w,wUKzaS1MHg94RGM6z8u9mw,Overpriced most dishes look slopped on the plate. Typical Scottsdale.,2,2013-12-06 23:02
tLxHlfSt2YmdG76oRQuFZQ,QfixYTYIw0jXoexAf44okA,7Ny2GHLw8xl_kXfhfrvh5w,Came for dinner. Waited 45 mins for the waitress (Tessa) to take our order while she was chatting with 2 bar customers.  Bad management decision to have a waitress run between the bar and tables so not totally her fault but bad for a customer experience regardless. We decided to leave instead of ordering.  Place was mostly empty on a Saturday night so that should have been a clue.,1,2014-11-30 3:07
A-FPqBYy2M4HTR9YhEmzrg,79D7HDjpw0iZq6iu52vsSg,wUKzaS1MHg94RGM6z8u9mw,"Decided to stop in for dinner while we had a friend in town. We had about a 30 minute wait for an inside table so we decided to grab a seat at the bar and get a drink. My girlfriend ordered a glass of wine, my boyfriend ordered a vodka/tonic and our friend ordered another pretty easy drink. I ordered the white sangria and the first sip was off-putting a bit. It tasted like sweet and sour mix was added. I had a few other sips as well as my girlfriend and boyfriend and they both agreed it wasn't right. We asked the bartender to just make me a vodka/water. Much better. 

We were seated right at the 30 minute mark. Since we were not too hungry for all of us to get entrees we decided on some small plates to share. We decided on the Lamb Meatballs, Bacon wrapped Dates (two orders of those), an order of 3 different bruschetta, (Prosciutto & Fog, Fresh Mozzarella & Manchego), and our friend ordered the chicken Cesar salad. Everything was great! The service was also great! Friendly waiter and came at the correct times during our meal. We will be back for sure.",4,2016-03-17 16:10
ZLj_XBqCuow-g2yneB-HAw,7qrERPgxzGQJWNFNgjnB1w,uKKNw68mZZaa1jcyszEbyA,"The food is really good. The coffee is pour over which is the best way to make it. the customer service is outstanding. 
the only downside to this place is the size. You want to enjoy your time at a place like this. But the aisles are narrow and you feel rushed and crowded when your there. so the ambience is way down which is important for me on a nice Sunday morning.",4,2014-06-11 16:24
4q92VEWO21OWEZvGGrpxjg,ac1e5-W6eBmTrY4B4ITZng,ePt0qmZgU-fjqMoM1M2U3Q,"Great place! The Chirashi was awesome, as was all the sushi we tried (5 stars for actually having Chirashi on the menu). Definitely one of the best sushi joints in town.",5,2008-04-29 3:06
qxAu2V1KzmGpNZbB4glE6g,s2mdOv5D6R6UzT4X8lIbdA,sQ6DZZLLJRfwUr0eDWKDDg,"Totts, our go to take out Chinese and it's oh so dang good! We stumbled upon Totts on the Door Dash app when we moved back to Chandler. I am beyond scared to try small, shopping center, Chinese because I'm very sensitive to MSG and dairy. To my surprise this place was not only delicious but I did not get sick. We have ordered Totts about 10 times and every time it's always hot and delicious. Our go to order is Mongolian Beef and Sweet and Sour Chicken (it's seriously award winning!!). If you choose to go in and dine, the people that work there are so friendly. It's just a great family operated business. The pricing is amazing too, very fair and far less expensive than other ""faster food"" restaurants.",5,2017-06-17 16:53
7G7kVcZzTeZs4h2YQohoFw,x39bogjKtcbmPHKUq4sRTQ,t53w4JlkxTau-G-TzhSWog,"This place is mediocre but really cheap. 

We went on a Friday about 7pm with a group of 5, took about 20 min to seat us because the place was packed. 

The rolls were yummy. My hubby disliked the sashimi because the ones he grabbed had been on the conveyor too long and were warm. Its biggest feature is also its biggest drawback. They should have some sort of marking system for when dishes go out, so that if they're not picked up by anyone fast enough they toss them. 

It took them a while to get the check and they had issues splitting it.",3,2010-08-20 23:53
nhaO-7EYx8XW5tbXklPk0A,t1HdYXIzIuooNDXC09iiBA,1qwkbN3wu3AGDxMTXVz2gA,"I love Topgolf a lot to enjoy a nice night out with friends! Even though I'm the worst at golf, it's always an enjoyable time to hang out with friends, maybe enjoy a nice night outside, drink some alcohol, and hit some golf balls. The music is good and always lively! 

It's today's new ""bowling alley"" and I'm so glad they have one in Gilbert now! Can't wait to go to that one and see if it's the same thing as this scottsdale location. 

They have two bars, one large bar downstairs and one smaller bar upstairs where the booth/range things are! The downstairs bar is pretty cool to chill with friends while waiting for your table! The bar upstairs is not really needed once you actually get your booth cause the waiter/waitress can take care of your drinks from there!

The food is actually not bad here too! There are a lot of snacks and foods that are easily shareable with more than 6 people! It's gets kinda pricey though so be careful not to over-order at first! 

Overall I LOVE Topgolf, and I'll always end up here every so often!

Tips:
1) Go at night! It's wayyyy cooler, and you get to see the neon lights and stuff!
2) If you're going on Friday or Saturday at night, MAKE A RESERVATION ONLINE! It's so easy! Or else you'll have to wait for at least an hour
3) Get the cheese fries, it's probably the best snack food to get there
4) If you're celebrating a birthday or something, call in advance! They can help you set up your booth and stuff if you have balloons, cake, etc 
5) The bathrooms are clean here, go ahead and go poop! Hahaha this is always a problem for me cause I hate nasty bathrooms",4,2017-10-11 6:22
jzp2_kbzKvM95uV6hcNU7w,TVkU2gHhe05v_lgsE_NccA,EhtKeNUGGWnjsCLIhCD1jQ,"This casino is fun & filled to the brim with a little bit of everybody. Not a bad way or place to spend your time when you've got the extra cash burning a hole in your pocket. The machines haven't been as loose to me as other casinos but this shiny penny is just pretty enough to take my $ & I'm not gonna complain. I love the cigar bar, buffet, free entertainment & seafood offerings.",3,2015-05-12 16:08
DqEhtvW6uE9xWS_1g1AkBA,D-_qUWMH3FqhMNqvYx56tg,2FfZUyA82YhQCjWNiqDCzQ,"Hell to the yeah! This place is great! I tried the Veggie Burger and it was delicious and juicy! Chicken sandwich, hot dog, Burger, chicken strips, fries, and more! A great place to have lunch! Recommended!",5,2018-01-09 21:32
RQqznnaFyBcZKuuvY47CXw,h4Gv9ySB07PpKd_68IZ5Bg,l-D0uS-tgmhkFpHKBXvPQA,"Large area. Didnt get the menu, bare with me i was a first time customer who was in a lunch break. Finally figured it out after 5 minutes, tried the jade chicken it was meh not special. Quesadillas are a bit hard. Nope not coming back.",1,2012-08-15 1:44
rcjrd7KgQXDcKa9KD6M_EA,rhE4gLtM0gb3XLwSz6HPCw,YmOWkved7K8q3eXgf4NNnA,"I have only eaten here once, but I have to say I was impressed enough to write a review.  I am a huge fan of breakfast and I have to say I was very happy with my visit.
The decor, layout, and location are pretty awesome. The choice of music playing was also near and dear to my heart as I think they ripped off my iPhone playlist while I was there, that is a personal preference I know, but music alone would be 5 stars. The group I was with got kids pancakes, sandwiches and omelets and they all looked great and tasted wonderful.  Most breakfast food does't come out plated so well.  Not that it is necessary, but it shire is a welcome surprise.  My Mocha was excellent.  My only minor qualm is that the staff seem to think you have eaten there before and are not very helpful with the menu when you order.  The staff that brought out our food and checked on us were awesome, so I don't really knock it for that.

I will definitely be back.

Try:
 * Greek Omelet
 * Killer Breakfast Sandwich
 * Mocha",5,2012-01-03 18:13
-fWRkGkGBUAxMS-7UPwC_Q,X754C7UkbPik6ppvYaIitA,cPEo3-TmIqCwHLFGKZgwGg,"I give 3.5 to 4 stars for food. But for service, it is probably a 2-star or less for me. 

SERVICE:

Being Chinese, I know service is never the forte of an authentic Chinese restaurant. But I was still surprised at the lack of service and the total carelessness and cluelessness there. First, they don't seem to care which table orders what so the orders frequently got mixed up when I was there; the server would carry the food and wander around from table to table, asking if anyone ordered this. So I had to watch the plates whenever the server carried them out from the kitchen and stopped her to give mine to me, because the server was walking AWAY from me with my food on her tray. 

Second, they started making dumplings 40 minutes after I ordered them. After the dumplings were finally ready, because they forgot who ordered it or simply did not care to check, they let it sit on the side table behind the cashier for another 15 minutes. Our dumplings were finally uncovered when the owner saw the dumplings sitting in the cashier area and started talking loudly in Chinese, ""Whose dumplings are these?"" I had to raise my hand to claim them. So we got our dumplings after we finished our meal and were about to pay the bill.

Third, it was difficult to get hold of a server/owner to ask if the dish was coming out anytime soon. They rushed by your table and never made any eye contact. They don't come by your table and fill your water diligently, or check on your order. The owner was especially warm and hospitable to her acquainted clientele when I was there, but was quite indifferent to others (I guess I shouldn't be surprised how they selectively treat people... in the Chinese way).

FOOD:

In terms of food, I don't have major complaints. The food was good, quite authentic, and fairly priced. But if you ask me to compare Chou's Kitchen to the street food I had growing up in China, Chou's does not come close in taste and quality.

We ordered 

(1) Spicy Braised Beef Combination (in Chinese, ""sliced lung by the married couple,"" a dish in chili oil, toasted peanuts, and cilantro with a mixture of beef slices and various beef parts, including stomach--it sounds gross but I dare you to try it). The best dish we got that night. To me, it was not spicy enough because it is traditionally a very hot dish from Sichuan Province. But the flavor was there and I was thrilled to see a dish Chinese restaurants in the U.S. don't normally serve, even though this is a STANDARD appetizer in almost any restaurant in China.

(2) Lamb skewer. Pretty disappointed. It has the similar cumin rub as the ones I would buy from the Xinjiang Uyghur vendors on a street cart in China. But the quality of the lamb was so bad and almost inedible: it was predominantly fat and connective tissues, and the very small amount of lean meat was tough and overcooked.

(3) Fried beef buns (in Chinese, ""water-fried beef buns""). So-so. Too much dough for my liking and too little filling. Also, not juicy enough.

(4) Soybean Paste Noodle (a soupless ""mix-it-yourself"" cold noodle with cubed ham, sliced cucumber, and a soybean meat sauce). It was extremely basic. The noodle was an alkaline noodle, so it was yellower and more elastic than the average soup noodles. It was a filling dish, but nothing special, and quite bland.

(5) Dumplings with Pork and Napa Cabbage. Yes these are the dumplings that came grossly late so we had to box all of them. For 5 bucks they were great, much better than the ones from the frozen section at a Chinese grocery store. But they were NOT worth the 1.5+ hour wait. I would recommend this dish to people who like homemade Chinese dumplings because they are delicious, not because they are the watery relatives of potstickers. But if they don't come at the end of your meal, you should probably cancel the order.

All in all, it was a decent Chinese eatery with some management/service issues. I saw some items on the menu that I don't usually see elsewhere and they are quite good. But still, these are basic, entry-level Chinese food items that are quick to prepare and hard to mess up. I would probably come back and hope to see an improvement in the structureless service.",3,2012-10-08 17:37
x2cJEsoNaqBZEhCG-26aDQ,pceN7X_afFDUaZAMf6vDIA,t53w4JlkxTau-G-TzhSWog,Sake bombs and mackerel. The great price and great location make it a good spot for me to start at before my night out on most weekends. Try to get in early or plan on waiting a little because they get packed really quickly. Not the best sushi I've ever had by any means but I don't remember a time being disappointed at the quality or freshness. They have a variety of the popular rolls people love and some originals that are great as well.,4,2013-11-14 8:43
ytR0NOAt06CKuiggEDz04g,ErL97r9TKDLrfDIwnJMKkQ,wUKzaS1MHg94RGM6z8u9mw,"Olive & Ivy is quick, easy, and reliable.  We enjoy their breakfast/brunch options, bruschetta, flatbreads, and pasts the most.  The sandwiches have been less impressive--not as flavorful or as satisfying.  

Take note, they typically offer fresh foccacia at the beginning of the meal, and it's easy to fill-up on it if you've already ordered bruschetta, too!  Lots of love for the butternut squash, fungi, and prosciutto and fig bruschetta.  We really like the funghi trifolato flatbread.

The sweet potato cannelloni is sweet and savory, and it's a rich dish but very good.  I've also had the bone-in ribeye, which is good and was cooked medium rare.",4,2015-11-18 18:24
rCkBnBjsLlw11h5XMd6WqA,3mxc4dobI_svn0OzfCsW9Q,Ktia9NJfvxVxTLVcEnw9zQ,"I can't stress how good this place is for authentic Mexican food. It's not fancy and you can tell by just looking at the place, but all their effort goes into making the best food for a great price and I believe their food is the best authentic Mexican  North of the boarder.",5,2016-03-17 18:59
5URcuoF2qwXg5JzB79LRIw,xnfNL_K-PtRNQ5GA44IbTQ,S-oLPRdhlyL5HAknBKTUcQ,"Great place. A different slant on traditional sushi. They use sauces and for the rolls recommended by yelpers, the H3 and the OMG roll instead of seaweed on the outside, was a fat piece of avocado or fish. Different.

The Jalapeños with crab were the tits if you like spicy!

The H3 roll was spicy and creamy. I really liked it. The OMG roll is a bit of a show, I found the smoked flavour a little sickening, but nothing terrible.

Service was first class and the owner is a real character.",5,2016-09-18 22:13
HBesVA8S6-pUOe-12D-RxQ,DvOjw3FvlWezXsuyr_wn3Q,sQ6DZZLLJRfwUr0eDWKDDg,Love this place! Its just as good as a big chain restaurants and not as expensive. Most of the time the owner is the one ringing you up at the register. A+ food!,5,2012-02-01 15:09
EM4n-YbZGuAAQHL8EJfNWA,YmK6PYrnHikusFZh7z0Kuw,dnBQZpWTyJzTe0QJf7YK5w,"This place is fun! Went here in the late evening on a week day with a friend who lives nearby. They play music (and sometimes everyone sings along!). Burgers are excellent. I ordered a protein style burger that I split with a friend. They actually brought it out separate for us along with the fries. Drinks were delicious. Service was speedy.
Also, they have a yelp check in special! Can't wait to come back again.",5,2016-11-10 1:12
txM8HyMhGSPBzyV8krNE-Q,TGbmqK0nSWGW12iXSugKpw,oFHvr1cAktvU-bQgrl4aPw,"Now, you guys must know we love your food, since we come in sometimes a few times a week..and we don't live close either. It's a 30-45 min drive but it's worth it...when it's made RIGHT. It is worth the money too...but I think they must have lost one of their main chiefs or something because ever since they started training all these new people it became inconsistent every single time. The first time both our cauliflower tacos were so burnt it was stuck together and black...I was left confused why it was even served to us? I didn't even take one bite I was so upset and disappointed. They did take care of us afterwards..but it happened again..and then once again just the last time I ate here. I love this food so I refuse to give it a bad rating and I know it's not really their fault...it's who ever is cooking. And I'm also tired of them forgetting the pumpkin seeds!! That's my favorite part!! Still love y'all. Just step up your game. I'll never take your food for granted again when you fix this",5,2018-03-23 17:03
7EEtaJWn1ZbqIGj2PZN31w,USo-V3V0Id-F-_KBomtTIw,r5PLDU-4mSbde5XekTXSCA,ok if you are looking for amazing home cooked Italian food in the Valley then this is the place to go! The food is simple and amazing! I personally love the eggplant with noodles and their pizzas which are stunning! It's a small place and expect to wait for quality but they do accept phone in orders-so call ahead!,5,2015-06-21 10:06
QdeHvvMuB5fGhUt3xtbuzA,WG4k5OMv5Kjp2aQK0DEtwQ,cPEo3-TmIqCwHLFGKZgwGg,"So where to begin. It's a small place that's your typical hole in the wall setting, but clean. Pictures hung on the walls provides some ideas of what the dishes look like. Those of you that are used to Panda Express, PF Chang, or your typical American Chinese food or whatever New York Chinese food are, you won't find anything familiar. This is a place that specializes in northern Chinese food. This means noodles, dumplings, buns, and lots of wheat based products. The place should get an extra star for not having beef and broccoli on their menu. I mean seriously there is no broccoli in China until the recent decade. Beef and broccoli IS NOT Chinese food! The menu certainly brings back childhood memories. This is authentic northern China home cooking people! I do see some Sichuan dishes and I'm curious to try. 

Went with couple co-workers for lunch to check the place out. I ordered the dumplings and the meat pie. The woman that owns the place was extremely nice. The service was above average. She brought out the corn based congee, which I'm assuming comes free with the meal. It's pretty much flavorless but easily fixed by putting in some soy sauce. I'm assuming that's how they are served authentically. The dumplings are ok and could used some additional seasoning. But they aren't super doughy like other Chinese places. I liked the meat pie. It was hot, juicy, and yummy. I can certainly say it was filling and I was stuffed. I'm definitely going back and try out some of the stirfry dishes. Haven't had those for eons and I really hope they live up to expectation. When it comes down to it, it's home cooking. You aren't going to find it superbly amazing like a 4 star restaurant and this is no Imperial cooking, but they are hearty and filling at a decent price. Until I try their other dishes, they'll get 4 stars because the memories made me happy, the service was good, and the food wasn't half bad. :) I really hope they would maybe offer the pork and veggie bao. That would just put it over the top.",4,2011-08-25 0:12
kCa3YwiML36LyaagJKtE8Q,b5lVdfbzzE-RK_GeiSR6HQ,iE71iwcSljg3xm2GB2Y9aA,"So nice to see the old (Tatum & Shea) Bombay spice concept back. Granted I did not give the Cactus Rd. buffet a shot thanks to Yelp Reviews, I did want to see what Marigold Maison was about. Great ambiance and open kitchen, Sunil the head chef is always welcoming. Andy was a great host that kept our kids thoroughly entertained the entire evening. My kids now say let's go eat at ""Andy's Place"", not a name change suggestion just pointing out the impression he made. And as parents know entertaining the kids while out to eat can be a challenge. Lentil cakes and my standard chicken tikka masala were our choice that evening and they were as good as ever. I would recommend trying it out and will go again to see if they can edge up to 5 stars like the Bombay Spice of yore...

A side note, as I was leaving the restaurant, a couple mentioned to Andy how their ""dinner was good but they miss the buffet"". Andy pointed out that reviews for the buffet were not favorable on Yelp, at which point the couple proceeded to say Yelp reviews are a fraud, bla bla bla...I couldn't bare listening to it and felt like I needed to stand up for Yelp as someone that really finds value from it. It's no fraud! You can quickly figure out which reviews are ""fraudulent"" and which are not, so I'm glad to see Bombay/Marigold Maison is in touch with reality and Yelp's value add to restaurant owners. Ok off my soapbox. Go to Marigold Maison and tell them a Yelper sent you!",4,2014-11-12 19:29
b8xfiaBCPgdfebNXi5octw,RpY8KDdx0YOxvvaulNqCQw,svFq2-4Yv5bIXtB2EK24Ow,We love coming here for Brunch. They have incredible tasty gluten free bread for their bruschetta. Their toppings are delicious all of them. My husband loves their French Toast and gets it every time. Great location in Kierland. The staff is great. They mixed up my order and there was a small wait so they took off the whole order. Cannot beat that!! We are regulars now,5,2016-11-22 2:08
qLme5YRPPbA76q_2sxH-fA,UgjxC1VZnMLDz2Mqt8nstQ,t53w4JlkxTau-G-TzhSWog,"Plenty of parking here. They don't take reservations, and due to it's popularity expect a wait time to be seated. Definitely a place if you're looking for affordable sushi. I favor the Crab, Tiger, and Haru Popper rolls.",4,2017-04-19 16:47
lUaVQLcFAPgSGBTT4ZTxLA,NQRySZO19Edme289X3silw,7eQoxWr9RzyCB9IFvqHUPA,Carnivori was delicious! Great dough and tasty toppings. 25-30 minute pick up. Cool venue with a rustic atmosphere.,5,2018-08-04 22:54
AcQCEOOvwOz1CHlMlYtUeg,wix14bBFkrxWEQCY55Ln0g,1QJFpZxLbHbXSKohWp9uIA,"Great meals and you absolutely get your money's worth.  We usually get two meals from every entree.

Restaurant is always busy so expect a wait especially during the winter months.",4,2016-12-04 6:34
